file,facility_code,date_opened,facility_type,ownership,OPD...Outpatient.Services,IMCI...Integrated.Management.of,Nutritional.Counseling,Minor.Surgical.Interventions,mRDT...Rapid.Diagnostic.Tests,First.Line.Treatment,STI...Management.of.Sexually.Transmitted.Illness,VCT...Voluntary.Counseling.and.Testing,PITC...Provider.Initiated.Testing.And.Counseling,PMTCT...ANC,PMTCT...Maternity,VMMC...Voluntary.Medical.Male.Circumcision.Services,Dispensing.Room,Antenatal.Care,Postnatal.Care,BEmOC...Basic.Emergency.Obstetric.Care,Vaccination,IMM.BASIC...Basic.Immunization
facility_103056-8.pdf,103056-8,1978-05-11,Health Center,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103057-6.pdf,103057-6,1976-08-02,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103058-4.pdf,103058-4,1970-01-01,Dispensary,"Public, LGA : LGA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
facility_103059-2.pdf,103059-2,1997-06-09,Health Center,"Private, Faith Based Organization (FBO)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103061-8.pdf,103061-8,1968-12-04,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103064-2.pdf,103064-2,2005-08-07,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
facility_103065-9.pdf,103065-9,2008-03-05,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
facility_103066-7.pdf,103066-7,1970-01-01,Dispensary,"Public, LGA : LGA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
facility_103067-5.pdf,103067-5,2015-07-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103069-1.pdf,103069-1,2006-01-12,Dispensary,"Public, LGA : DED IRAMBA",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103070-9.pdf,103070-9,1970-01-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103071-7.pdf,103071-7,2010-04-08,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103072-5.pdf,103072-5,1979-01-07,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103073-3.pdf,103073-3,1995-03-11,Health Center,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103075-8.pdf,103075-8,1988-09-07,Dispensary,"Private, Faith Based Organization (FBO) :",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103077-4.pdf,103077-4,2001-02-08,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
facility_103078-2.pdf,103078-2,1970-01-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
facility_103079-0.pdf,103079-0,1970-01-01,District Hospital,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103080-8.pdf,103080-8,1997-04-07,Dispensary,"Public, LGA : Kigamboni MC",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103081-6.pdf,103081-6,2014-06-19,Dispensary,"Public, LGA : LGA",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
facility_103082-4.pdf,103082-4,1970-01-01,Health Center,"Private, Faith Based Organization (FBO)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
facility_103085-7.pdf,103085-7,2003-02-09,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103086-5.pdf,103086-5,1970-07-01,Dispensary,"Private, Faith Based Organization (FBO)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
facility_103087-3.pdf,103087-3,2014-01-01,Dispensary,"Public, LGA : LGA Public",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103088-1.pdf,103088-1,2009-05-15,Dispensary,"Public, LGA : LGA Public",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103089-9.pdf,103089-9,2011-11-07,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103090-7.pdf,103090-7,1958-02-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
facility_103092-3.pdf,103092-3,1958-01-07,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103095-6.pdf,103095-6,1970-01-01,Health Center,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103097-2.pdf,103097-2,1986-07-10,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103098-0.pdf,103098-0,1970-01-01,Health Center,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103099-8.pdf,103099-8,1954-01-07,Health Center,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103100-4.pdf,103100-4,1972-07-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103101-2.pdf,103101-2,1958-08-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103102-0.pdf,103102-0,1991-11-03,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103104-6.pdf,103104-6,1970-01-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103105-3.pdf,103105-3,1964-08-09,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103106-1.pdf,103106-1,1997-09-06,Dispensary,"Private, Faith Based Organization (FBO)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103107-9.pdf,103107-9,1972-05-03,Health Center,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
facility_103109-5.pdf,103109-5,2016-02-15,Health Center,"Private, Faith Based Organization (FBO)",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
facility_103110-3.pdf,103110-3,1969-06-16,Health Center,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103111-1.pdf,103111-1,1970-01-01,Dispensary,"Public, LGA : LGA",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103112-9.pdf,103112-9,1972-07-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103113-7.pdf,103113-7,1992-08-01,Dispensary,"Public, LGA : LGA",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
facility_103115-2.pdf,103115-2,2010-07-10,Dispensary,"Public, LGA : LGA Public",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
facility_103117-8.pdf,103117-8,1970-01-01,Dispensary,"Private, Faith Based Organization (FBO) :",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103118-6.pdf,103118-6,2003-07-15,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103119-4.pdf,103119-4,1991-05-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103121-0.pdf,103121-0,1950-07-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103123-6.pdf,103123-6,1990-07-19,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
facility_103124-4.pdf,103124-4,1970-01-01,Dispensary,"Public, LGA : Muheza DC",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103125-1.pdf,103125-1,1967-11-12,Health Center,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103126-9.pdf,103126-9,2010-04-07,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103128-5.pdf,103128-5,2010-02-10,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103131-9.pdf,103131-9,1970-01-01,Dispensary,"Private, Faith Based Organization (FBO)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103133-5.pdf,103133-5,2013-01-01,Dispensary,"Public, LGA : KISARAWE Council",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103134-3.pdf,103134-3,1956-05-01,Health Center,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
facility_103135-0.pdf,103135-0,2000-05-04,Dispensary,"Public, LGA :",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103136-8.pdf,103136-8,1970-01-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103138-4.pdf,103138-4,2004-01-07,Dispensary,"Public, LGA : KALAMBO",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103139-2.pdf,103139-2,2010-01-07,Dispensary,"Public, LGA : LGA",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103140-0.pdf,103140-0,2013-01-07,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
facility_103142-6.pdf,103142-6,2003-03-24,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103143-4.pdf,103143-4,1977-07-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
facility_103145-9.pdf,103145-9,1999-09-07,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
facility_103146-7.pdf,103146-7,2010-01-03,Dispensary,"Public, Prisons : Prison",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103148-3.pdf,103148-3,2012-02-11,Dispensary,"Public, LGA : LGA",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
facility_103149-1.pdf,103149-1,2012-07-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
facility_103150-9.pdf,103150-9,1973-10-07,Health Center,"Public, LGA : Government",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103151-7.pdf,103151-7,1975-07-02,Dispensary,"Public, LGA : Government",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103152-5.pdf,103152-5,1996-10-02,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103153-3.pdf,103153-3,1989-07-03,Dispensary,"Public, LGA :",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103154-1.pdf,103154-1,1972-06-07,Dispensary,"Private, Faith Based Organization (FBO)",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103155-8.pdf,103155-8,2012-07-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
facility_103157-4.pdf,103157-4,1993-01-08,Dispensary,"Private, Faith Based Organization (FBO)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103159-0.pdf,103159-0,1980-07-15,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103160-8.pdf,103160-8,2006-10-06,Health Center,"Public, LGA : Government",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
facility_103161-6.pdf,103161-6,1939-01-07,Dispensary,"Public, LGA : LGA",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
facility_103162-4.pdf,103162-4,2021-01-01,Dispensary,"Public, LGA : LGA",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
facility_103163-2.pdf,103163-2,1970-01-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103164-0.pdf,103164-0,1954-01-07,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103166-5.pdf,103166-5,1977-07-01,Dispensary,"Public, LGA : Government",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103167-3.pdf,103167-3,2005-04-10,Dispensary,"Public, LGA : LGA Public",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
facility_103169-9.pdf,103169-9,2000-07-15,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103170-7.pdf,103170-7,2011-03-03,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103171-5.pdf,103171-5,2013-03-02,Dispensary,"Public, LGA : LGA Public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
facility_103172-3.pdf,103172-3,1959-04-05,Dispensary,"Public, Prisons : Prison",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103174-9.pdf,103174-9,1970-01-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103175-6.pdf,103175-6,1970-01-01,Health Center,"Public, LGA : LGA",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
facility_103176-4.pdf,103176-4,1980-07-30,Dispensary,"Public, LGA : LGA",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
facility_103178-0.pdf,103178-0,1970-01-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
facility_103179-8.pdf,103179-8,2013-01-06,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103180-6.pdf,103180-6,1970-01-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
facility_103181-4.pdf,103181-4,1975-07-29,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103182-2.pdf,103182-2,1970-01-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103184-8.pdf,103184-8,1970-01-01,Dispensary,"Public, LGA : LGA",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103185-5.pdf,103185-5,1989-01-01,Dispensary,"Public, LGA : LGA",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103186-3.pdf,103186-3,1971-06-11,Health Center,"Public, LGA : LGA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103189-7.pdf,103189-7,2012-02-08,Dispensary,"Public, LGA : LGA",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103190-5.pdf,103190-5,2011-01-07,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103191-3.pdf,103191-3,1991-06-03,Dispensary,"Public, LGA : LGA",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103192-1.pdf,103192-1,1970-01-01,Dispensary,"Private, Faith Based Organization (FBO) :",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
facility_103193-9.pdf,103193-9,1970-01-01,Dispensary,"Public, LGA : LGA",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
